key,figure,case_label,title,subtitle,color,t_over_T,Y_over_d,theta_over_pi
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.283333,0.263294,-0.715681
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.288889,0.261140,-0.741547
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.294444,0.258777,-0.766904
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.300000,0.256238,-0.791560
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.305556,0.253556,-0.815317
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.311111,0.250763,-0.837982
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.316667,0.247892,-0.859358
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.322222,0.244976,-0.879251
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.327778,0.242048,-0.897466
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.333333,0.239140,-0.913807
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.338889,0.236285,-0.928078
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.344444,0.233516,-0.940086
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.350000,0.230866,-0.949634
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.355556,0.228367,-0.956528
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.361111,0.226052,-0.960627
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.366667,0.223954,-0.963625
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.372222,0.222106,-0.966402
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.377778,0.220540,-0.968973
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.383333,0.219226,-0.971350
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.388889,0.217924,-0.973547
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.394444,0.216615,-0.975576
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.400000,0.215305,-0.977452
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.405556,0.214003,-0.979188
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.411111,0.212715,-0.980796
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.416667,0.211449,-0.982289
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.422222,0.210211,-0.983682
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.427778,0.209010,-0.984988
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.433333,0.207852,-0.986218
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.438889,0.206745,-0.987388
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.444444,0.205696,-0.988510
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.450000,0.204712,-0.989597
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.455556,0.203801,-0.990662
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.461111,0.202969,-0.991719
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.466667,0.202225,-0.992781
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.472222,0.201576,-0.993862
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.477778,0.201028,-0.994974
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.483333,0.200589,-0.996130
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.488889,0.200267,-0.997344
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.494444,0.200068,-0.998630
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.500000,0.200000,-1.000000
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.505556,0.200068,-1.001358
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.511111,0.200267,-1.002610
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.516667,0.200589,-1.003768
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.522222,0.201028,-1.004848
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.527778,0.201576,-1.005862
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.533333,0.202225,-1.006826
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.538889,0.202969,-1.007753
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.544444,0.203801,-1.008657
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.550000,0.204712,-1.009552
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.555556,0.205696,-1.010453
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.561111,0.206745,-1.011373
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.566667,0.207852,-1.012327
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.572222,0.209010,-1.013328
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.577778,0.210211,-1.014391
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.583333,0.211449,-1.015530
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.588889,0.212715,-1.016758
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.594444,0.214003,-1.018089
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.600000,0.215305,-1.019539
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.605556,0.216615,-1.021120
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.611111,0.217924,-1.022847
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.616667,0.219226,-1.024735
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.622222,0.220540,-1.026796
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.627778,0.222106,-1.029045
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.633333,0.223954,-1.031701
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.638889,0.226052,-1.035602
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.644444,0.228367,-1.040799
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.650000,0.230866,-1.047255
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.655556,0.233516,-1.054929
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.661111,0.236285,-1.063783
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.666667,0.239140,-1.073777
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.672222,0.242048,-1.084872
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.677778,0.244976,-1.097028
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.683333,0.247892,-1.110206
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.688889,0.250763,-1.124368
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.694444,0.253556,-1.139473
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.700000,0.256238,-1.155483
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.705556,0.258777,-1.172358
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.711111,0.261140,-1.190059
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.716667,0.263294,-1.208546
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.722222,0.265207,-1.228715
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.727778,0.266845,-1.258445
type-i-continuous-tumbling,Fig. 10(a),beta=0.25 type i,Type I: continuous tumbling,Digitized from Fig. 10(a): Y/d stays off-centre; theta tumbles through a full turn.,#2563eb,0.733333,0.268176,-1.297739
